model,day,split,sq,n,abs,sq_liquid,n_liquid,sq_illiquid,n_illiquid,call_sq,call_n,call_oob,call_oob_spread_sum,butterfly_pct,calendar_pct
ssvi_temporal,800,unif_2_excl,0.5241105214394096,361,7.7963219365973995,0.49023735035235744,173,0.033873171087052116,188,0.0018818174546698285,361,303,2285.4811354988074,0.0,0.0
ssvi_temporal,801,unif_2_excl,0.4765120662605791,362,7.409556357540144,0.4516993788559763,173,0.024812687404602813,189,0.0016928774885399994,362,290,1957.5203409296,0.0,0.0
ssvi_temporal,802,unif_2_excl,0.35073628474066354,364,6.865177582507222,0.30453982130596713,171,0.04619646343469639,193,0.0012917416837621228,364,299,1978.4887654895074,0.0,0.0
ssvi_temporal,803,unif_2_excl,0.3060924495436689,378,6.4251519866035425,0.21476527639967888,150,0.09132717314399003,228,0.001201019334040783,378,331,1620.0360018139304,0.0,0.0
ssvi_temporal,804,unif_2_excl,0.29655732527686457,380,6.610169341191046,0.19917844419536465,152,0.09737888108149993,228,0.0013217325018470682,380,351,1898.6253198197471,0.0,0.0
ssvi_temporal,805,unif_2_excl,0.30236547542961395,370,6.148715617756676,0.1678226873562742,150,0.13454278807333975,220,0.0009847646573630882,370,320,1478.9197941825369,0.0,0.0
ssvi_temporal,806,unif_2_excl,0.41061163916209903,372,7.086298175440798,0.15259689822022365,148,0.2580147409418753,224,0.0013022164953778465,372,326,1503.777442015169,0.0,0.0
ssvi_temporal,807,unif_2_excl,0.4430404804912374,373,6.672194655894397,0.21099948145334316,146,0.2320409990378943,227,0.001041495936254013,373,330,1659.1910983176701,0.0,0.0
ssvi_temporal,808,unif_2_excl,0.3222372242675435,402,7.97100779400947,0.1846834304578178,154,0.1375537938097257,248,0.0028939403552968755,402,368,1946.4304586449184,0.0,0.0
ssvi_temporal,809,unif_2_excl,0.2575701485801636,400,8.077246800843538,0.13142475044036783,156,0.12614539813979575,244,0.0038071033920720507,400,383,1973.4083098874062,0.0,0.0
ssvi_temporal,810,unif_2_excl,0.24732917597158485,384,7.662426807478545,0.12440195995302913,147,0.12292721601855573,237,0.0033681184040382003,384,376,2113.1623550009786,0.0,0.0
ssvi_temporal,811,unif_2_excl,0.24301227064223077,382,6.5148817126818805,0.15287581605749992,148,0.09013645458473085,234,0.0017647211277934344,382,353,1659.843515443397,0.0,0.0
ssvi_temporal,812,unif_2_excl,0.24859263363408973,379,6.351185713313658,0.1756489447765314,176,0.07294368885755834,203,0.00162507819520976,379,323,751.4543618260415,0.0,0.0
ssvi_temporal,813,unif_2_excl,0.49059506564625416,390,8.329761798846192,0.21386221620794402,174,0.2767328494383102,216,0.0022573446389962952,390,366,1655.1441520154121,0.0,0.0
ssvi_temporal,814,unif_2_excl,0.6731413074870446,382,10.112856965419212,0.32589586126748377,180,0.3472454462195608,202,0.0029143377982017724,382,375,1419.547132122339,0.0,0.0
ssvi_temporal,815,unif_2_excl,0.4921843059661426,394,7.940718587124505,0.22645595261390672,179,0.265728353352236,215,0.0012479850830272845,394,367,1475.1178415065922,0.0,0.0
ssvi_temporal,816,unif_2_excl,0.6475836249618083,381,9.51366031189179,0.3350205064010086,178,0.31256311856079977,203,0.0023777284292938426,381,370,1359.256187475039,0.0,0.0
ssvi_temporal,817,unif_2_excl,0.8955360360515014,372,11.062025897638646,0.5719834305440581,166,0.32355260550744336,206,0.0031239873245837847,372,366,1481.696155874463,0.0,0.0
ssvi_temporal,818,unif_2_excl,1.5108666975611786,390,14.455814379556736,0.8617643447929779,169,0.6491023527682006,221,0.002902446353113628,390,355,1773.2209818346812,0.0,0.0
ssvi_temporal,819,unif_2_excl,1.8193150486687502,382,15.487689174872703,1.1060610659425982,175,0.7132539827261518,207,0.0031730186939397977,382,364,1995.031807731003,0.0,0.0
ssvi_temporal,820,unif_2_excl,2.717283557041224,388,20.190638137920253,1.6272876411989363,171,1.0899959158422878,217,0.005495111484093084,388,388,2338.4568897624486,0.0,0.0
ssvi_temporal,821,unif_2_excl,2.801410927373399,397,19.463081511901105,1.596895627224692,174,1.2045153001487077,223,0.004352995428275287,397,392,2319.4809831987695,0.0,0.0
ssvi_temporal,822,unif_2_excl,2.6775819895396187,395,19.502801501465456,1.9658468328128325,184,0.7117351567267864,211,0.005368989127873378,395,395,2766.6230427753076,0.0,0.0
ssvi_temporal,823,unif_2_excl,2.905332862758023,402,21.901257327722004,2.45794744630872,193,0.4473854164493031,209,0.008930969191961334,402,402,2917.1884316502505,0.0,0.0
ssvi_temporal,824,unif_2_excl,5.7919293043991615,403,32.189697063343715,4.774731085693068,192,1.0171982187060946,211,0.01890657838560153,403,403,4045.500479512587,0.0,0.0
ssvi_temporal,825,unif_2_excl,1.0845066983906557,379,12.025077420339684,0.28970043322852224,152,0.7948062651621334,227,0.0019651794753458318,379,362,1719.9397213062243,0.0,0.0
ssvi_temporal,826,unif_2_excl,0.5135838304567012,378,7.671442885471075,0.07972774312527639,152,0.4338560873314248,226,0.0012459093495994836,378,350,1380.055187277783,0.0,0.0
ssvi_temporal,827,unif_2_excl,0.5146799184560918,393,7.182098115558761,0.07136746976347809,168,0.4433124486926138,225,0.0012659939919236955,393,352,1535.676209239524,0.0,0.0
ssvi_temporal,828,unif_2_excl,0.5059502487896989,388,6.966744393611415,0.13168293047872887,163,0.3742673183109699,225,0.0010709212170895918,388,335,1685.500054027575,0.0,0.0
ssvi_temporal,829,unif_2_excl,0.44488457607776327,388,6.4038579475459665,0.10056751838154689,157,0.34431705769621634,231,0.0008602112658496201,388,336,1164.8694807143183,0.0,0.0
ssvi_temporal,830,unif_2_excl,0.5413378946032421,398,7.549463388077306,0.051831864634520664,153,0.4895060299687214,245,0.001118188804246663,398,350,1221.9781018136966,0.0,0.0
ssvi_temporal,831,unif_2_excl,0.4893273455197047,400,7.994266346465421,0.11729147467633322,154,0.3720358708433715,246,0.0010248893610792632,400,336,1454.870377339898,0.0,0.0
ssvi_temporal,832,unif_2_excl,0.49835899584073673,382,6.540800285499791,0.06720639142830626,151,0.4311526044124305,231,0.0006737918126499778,382,307,1042.2414564391277,0.0,0.0
ssvi_temporal,833,unif_2_excl,0.2914237465811274,381,6.707946221710495,0.12307659896669693,151,0.1683471476144305,230,0.0012408532692147654,381,337,1288.2393441478753,0.0,0.0
ssvi_temporal,834,unif_2_excl,0.21439404844157514,384,5.74807343090877,0.07060845056639857,153,0.14378559787517659,231,0.0007596490579122455,384,317,1104.5045236913738,0.0,0.0
ssvi_temporal,835,unif_2_excl,0.26329649110670783,382,6.273161871389754,0.05359834983030784,170,0.20969814127640002,212,0.001165577963635126,382,340,1070.021676382024,0.0,0.0
ssvi_temporal,836,unif_2_excl,0.2561313461338698,381,7.569362737730588,0.09498338348636344,172,0.16114796264750633,209,0.003428537632381121,381,356,1538.2173353247936,0.0,0.0
ssvi_temporal,837,unif_2_excl,0.2009437753079198,384,6.448734294436088,0.0742412753024313,177,0.12670250000548847,207,0.001920960491283223,384,356,1436.2592187629148,0.0,0.0
ssvi_temporal,838,unif_2_excl,0.1935509950886936,383,6.1961299012386775,0.07823040771993316,177,0.11532058736876047,206,0.001547886913516901,383,347,867.790098254782,0.0,0.0
ssvi_temporal,839,unif_2_excl,0.47326674671516383,393,7.555808656464109,0.0543276141062462,174,0.41893913260891774,219,0.00286008951842452,393,372,1587.6684833062518,0.0,0.0
ssvi_temporal,840,unif_2_excl,0.3285570418913665,387,7.048806158127375,0.08043939413093631,173,0.24811764776043016,214,0.002091467661495504,387,367,1889.8058832237323,0.0,0.0
ssvi_temporal,841,unif_2_excl,0.2835215464730301,375,7.789439175586458,0.08979155191092422,168,0.19372999456210585,207,0.0031746867737059963,375,357,1435.3302384128672,0.0,0.0
ssvi_temporal,842,unif_2_excl,0.9695009903550482,398,13.816962743318625,0.23176081299128096,177,0.7377401773637673,221,0.0076442955111243405,398,378,2604.5113169687047,0.0,0.0
ssvi_temporal,843,unif_2_excl,0.41889327098084617,385,7.215988567852019,0.07528697814135049,172,0.34360629283949573,213,0.0014000099486292576,385,355,1302.1874046837643,0.0,0.0
ssvi_temporal,844,unif_2_excl,0.452266362338163,399,9.882200285474546,0.16008354792128926,179,0.2921828144168738,220,0.005101725735426999,399,378,1785.3933303462086,0.0,0.0
ssvi_temporal,845,unif_2_excl,0.5087202775924302,395,10.447654416153348,0.18266261784129695,180,0.3260576597511333,215,0.005522996855224184,395,374,2308.5393807938635,0.0,0.0
ssvi_temporal,846,unif_2_excl,0.36737516032014594,371,8.373941685803231,0.17000830342336534,143,0.1973668568967806,228,0.0029563175971439627,371,331,841.9769274214283,0.0,0.0
ssvi_temporal,847,unif_2_excl,0.5351496868110404,386,8.586515507828622,0.14886875639070157,153,0.3862809304203386,233,0.0017381304127509231,386,366,1753.1292480556158,0.0,0.0
ssvi_temporal,848,unif_2_excl,0.44817861333167236,374,8.77332089433536,0.18656665263655428,148,0.261611960695118,226,0.0019576748579205965,374,345,1451.5148623625532,0.0,0.0
ssvi_temporal,849,unif_2_excl,0.48242504452961954,390,9.076647652548848,0.12761869527771302,150,0.35480634925190646,240,0.002742774033021349,390,364,1852.2333184438435,0.0,0.0
ssvi_temporal,850,unif_2_excl,0.4041207285052952,381,9.420646166643259,0.1477067709832824,143,0.2564139575220128,238,0.004320673881963753,381,365,2121.890064335589,0.0,0.0
ssvi_temporal,851,unif_2_excl,0.30666276078190885,370,7.357871226795725,0.1700456074660256,144,0.13661715331588326,226,0.001622948035218058,370,307,1602.084997826213,0.0,0.0
ssvi_temporal,852,unif_2_excl,0.35779695826262253,357,7.703326767209779,0.2545830273011503,129,0.10321393096147222,228,0.002556149930974453,357,309,1770.8881193859952,0.0,0.0
ssvi_temporal,853,unif_2_excl,0.37090944256779346,380,8.43779835822614,0.24569378064836223,148,0.12521566191943123,232,0.0021099311078124306,380,344,2025.5893943776878,0.0,0.0
ssvi_temporal,854,unif_2_excl,0.3611205016724418,391,8.528897458754255,0.20317287810717874,157,0.1579476235652631,234,0.0020541813077581293,391,362,2432.697739012113,0.0,0.0
ssvi_temporal,855,unif_2_excl,0.29787228725754356,377,7.931865179799315,0.1627650910011083,166,0.1351071962564353,211,0.0021546003399573314,377,354,2141.1504995602127,0.0,0.0
ssvi_temporal,856,unif_2_excl,0.23794758426329377,352,6.717312626338322,0.12965500744341157,160,0.10829257681988218,192,0.0018701227325895137,352,301,1092.8400904358373,0.0,0.0
ssvi_temporal,857,unif_2_excl,0.2298152355381622,363,6.925815385983581,0.09785654320649148,169,0.13195869233167073,194,0.002062958288163029,363,333,1630.1300084983354,0.0,0.0
ssvi_temporal,858,unif_2_excl,0.22478621937311774,352,6.439630560093627,0.11410805388951685,163,0.11067816548360089,189,0.0018540508765794148,352,310,1503.2844927548413,0.0,0.0
ssvi_temporal,859,unif_2_excl,0.34127788066414594,376,8.406567650069404,0.14097811314715386,172,0.2002997675169921,204,0.003226842141535134,376,351,1964.229194556603,0.0,0.0
ssvi_temporal,860,unif_2_excl,0.4164859910234711,365,9.121667640108685,0.1715696271875291,165,0.24491636383594198,200,0.004333062850574767,365,316,1283.671677713621,0.0,0.0
ssvi_temporal,861,unif_2_excl,0.5985561938342414,369,10.032092100377465,0.2422284861622805,172,0.35632770767196087,197,0.004024751245924064,369,299,1693.4742804426992,0.0,0.0
ssvi_temporal,862,unif_2_excl,0.6265764198726145,359,9.744985872854388,0.26405153709579304,162,0.3625248827768214,197,0.0029842952426486205,359,225,319.61082878670163,0.0,0.0
ssvi_temporal,863,unif_2_excl,0.36603133456801756,370,7.932421585932429,0.1503578126046549,158,0.21567352196336262,212,0.0017646981886740353,370,308,1243.3347794426945,0.0,0.0
ssvi_temporal,864,unif_2_excl,0.7367494477279685,386,10.33848409804417,0.17293514637953786,169,0.5638143013484307,217,0.0022271394546773955,386,277,677.4523212672274,0.0,0.0
