model,day,split,sq,n,abs,sq_liquid,n_liquid,sq_illiquid,n_illiquid,call_sq,call_n,call_oob,call_oob_spread_sum,butterfly_pct,calendar_pct
prior,957,unif_1,52.31092079945636,367,134.5867860019207,26.14316498968681,171,26.167755809769552,196,2.8551312843501395,367,361,43980.89400283693,0.0,0.0
prior,957,extrap_1,5.404319638720111,367,26.529961958527565,1.4681680279499678,171,3.9361516107701435,196,0.013867528104610845,367,331,2089.8833312005318,0.0,0.0
prior,957,unif_2,3.951268999129522,367,22.14351660013199,1.0403299473547145,171,2.9109390517748075,196,0.00685645604991867,367,324,2168.6524207174125,0.0,0.0
prior,957,extrap_2,3.7401302761866675,367,28.42535774409771,1.2904468081502587,171,2.449683468036409,196,0.06825520402815675,367,346,5028.345627825354,0.0,0.0
prior,957,unif_3,6.040998768227762,367,42.50345784922442,2.754594975825053,171,3.286403792402708,196,0.24911182587901165,367,357,10089.879220766765,0.0,0.0
prior,957,extrap_3,5.371354854764535,367,26.335734650492668,1.4569428082470404,171,3.914412046517495,196,0.013439918726721045,367,331,2060.3143774588275,0.0,0.0
prior,957,unif_5,5.635875876808768,367,27.32645571231842,1.8710357674611313,171,3.764840109347637,196,0.015304151829898666,367,306,3142.7108353159956,0.0,0.0
prior,957,extrap_5,3.226163281659016,367,21.94517010450363,0.9859957807303052,171,2.2401675009287105,196,0.008139455524711015,367,312,2646.8963528267022,0.0,0.0
prior,957,unif_10,10.860631190884577,367,40.03884398937225,9.731944706063892,171,1.1286864848206846,196,0.03455345068762465,367,337,7709.0080524738505,0.0,27.272727272727273
prior,957,extrap_10,3.256710958240733,367,23.231477797031403,1.2441554726664648,171,2.012555485574268,196,0.012130292048095717,367,322,2927.0512310949325,0.0,9.090909090909092
prior,957,unif_20,5.01299351394889,367,28.478272825479507,2.6710077442612308,171,2.3419857696876596,196,0.019895622805824804,367,323,4714.422592992991,0.0,36.36363636363637
prior,957,extrap_20,2.994376190975416,367,19.135160610079765,0.7023213810009492,171,2.292054809974467,196,0.005594086413096135,367,300,1702.8200527312156,0.5449591280653951,2.272727272727273
prior,957,unif_50,1.5672676778732804,367,14.62389999628067,0.8105090765089622,171,0.7567586013643182,196,0.010054542140470107,367,270,2454.1456859917025,2.4523160762942777,16.818181818181817
prior,957,extrap_50,1.6030412557176723,367,12.114623114466667,0.14810691980107515,171,1.4549343359165972,196,0.004181001490827163,367,279,1004.9380671912182,3.8147138964577656,7.954545454545454
prior,957,unif_100,0.8614877408263244,367,8.518226370215416,0.26872212018938435,171,0.59276562063694,196,0.0016095333045429885,367,264,669.3725203438564,3.8147138964577656,8.181818181818182
prior,957,extrap_100,1.2990754019823116,367,11.744744211435318,0.06478058801113584,171,1.2342948139711758,196,0.005790522285056146,367,286,1185.8149109311926,2.4523160762942777,0.45454545454545453
prior,958,unif_1,5.926845414747174,388,27.930256262421608,1.050137271310912,181,4.876708143436261,207,0.011443342512815731,388,347,2167.1555424009266,0.0,0.0
prior,958,extrap_1,5.245177178251562,388,25.289176180958748,0.876394781497772,181,4.368782396753789,207,0.005839128914281204,388,345,2085.6122597839,0.0,0.0
prior,958,unif_2,4.452252866103175,388,24.54526861011982,0.7467121242203376,181,3.705540741882837,207,0.008621162259236917,388,351,2839.408950862661,0.0,0.0
prior,958,extrap_2,5.304933074240643,388,25.451220259070396,0.8901878498985036,181,4.4147452243421395,207,0.006153239644195225,388,343,2067.1987501010085,0.0,0.0
prior,958,unif_3,17.50482979296973,388,78.02786888182163,9.065821072723194,181,8.439008720246537,207,0.9065690638660076,388,376,25812.04565387124,0.0,0.0
prior,958,extrap_3,5.692148216880184,388,40.898413593570375,2.3140916913696628,181,3.3780565255105213,207,0.2007651569510492,388,369,10645.487182153925,0.0,0.0
prior,958,unif_5,6.3914145997684,388,29.566706284880638,1.2791977733191875,181,5.112216826449212,207,0.012565915888125247,388,351,2475.4652673230507,0.0,0.0
prior,958,extrap_5,3.794615592660934,388,28.464096158742905,1.1357086360760384,181,2.6589069565848957,207,0.02792513798554508,388,372,4090.556741229219,0.0,0.0
prior,958,unif_10,6.309074309216863,388,32.11601474881172,4.862319602835834,181,1.446754706381029,207,0.01675950375880836,388,340,4816.1658690632885,0.0,9.090909090909092
