model,day,split,sq,n,abs,sq_liquid,n_liquid,sq_illiquid,n_illiquid,butterfly_pct,calendar_pct
bspline_tiered_graph,4525,extrapolation,0.8520049201935023,306,12.614747868953126,0.0,0,0.8520049201935023,306,4.404145077720207,18.38235294117647
bspline_tiered_graph,4526,ctx_8,0.7014246585093924,400,13.366650748673969,0.11769386099567533,84,0.583730797513717,316,2.0779220779220777,16.5625
bspline_tiered_graph,4526,extrapolation,0.583730797513717,316,10.855830693242574,0.0,0,0.583730797513717,316,2.0779220779220777,16.5625
bspline_tiered_graph,4527,ctx_8,2.5936712744211725,400,28.484905401088973,0.6039930245802453,93,1.9896782498409273,307,3.553299492385787,17.727272727272727
bspline_tiered_graph,4527,extrapolation,1.9896782498409273,307,21.64686101000006,0.0,0,1.9896782498409273,307,3.553299492385787,17.727272727272727
bspline_tiered_graph,4528,ctx_8,1.078540935963264,400,16.92249982725002,0.12187854554116906,63,0.956662390422095,337,3.3333333333333335,17.12121212121212
bspline_tiered_graph,4528,extrapolation,0.956662390422095,337,14.527741725387305,0.0,0,0.956662390422095,337,3.3333333333333335,17.12121212121212
bspline_tiered_graph,4529,ctx_8,1.217278230370486,400,19.130658886778797,0.33676930497799434,86,0.8805089253924918,314,0.7614213197969543,14.296875
bspline_tiered_graph,4529,extrapolation,0.8805089253924918,314,14.256416193331997,0.0,0,0.8805089253924918,314,0.7614213197969543,14.296875
bspline_tiered_graph,4530,ctx_8,0.405000560285822,400,10.023674368944985,0.05867321266482979,67,0.34632734762099215,333,1.0335917312661498,21.764705882352942
bspline_tiered_graph,4530,extrapolation,0.34632734762099215,333,8.340863536018208,0.0,0,0.34632734762099215,333,1.0335917312661498,21.764705882352942
bspline_tiered_graph,4531,ctx_8,0.2966428364758821,400,8.623088597318347,0.07720155397134672,101,0.21944128250453537,299,2.088772845953003,22.5
bspline_tiered_graph,4531,extrapolation,0.21944128250453537,299,6.46113378541249,0.0,0,0.21944128250453537,299,2.088772845953003,22.5
bspline_tiered_graph,4532,ctx_8,0.42375570649065153,400,9.647172215719184,0.07630824373753446,81,0.34744746275311705,319,3.6082474226804124,18.03030303030303
bspline_tiered_graph,4532,extrapolation,0.34744746275311705,319,7.717539574441019,0.0,0,0.34744746275311705,319,3.6082474226804124,18.03030303030303
