model,split,rmse,rmse_liquid,rmse_illiquid,mae,call_rmse,call_oob_pct,call_oob_spread_mean,n_rows,butterfly_pct,calendar_pct
bspline_learned_graph_interp,extrap_100_excl,0.0612458386234302,0.055826933373512626,0.06637796581401863,0.03685056492950122,0.0032521960435165217,92.93273492907801,6.307226940230455,100,0.43442570202010505,0.0
bspline_learned_graph_interp,extrap_10_excl,0.06348872022210723,0.05938548391386389,0.06746370384485298,0.03936612919291865,0.0035676696368638896,93.34829343971631,6.885894999479102,100,0.42909173782183496,0.0
bspline_learned_graph_interp,extrap_20_excl,0.06194348014836046,0.05773591156296245,0.06600670900059774,0.038152405496360835,0.0034447554293118975,93.24024822695036,6.649559061543871,100,0.3918405272222203,0.0
bspline_learned_graph_interp,extrap_2_excl,0.06786491557813694,0.06384522010160257,0.07177919096863888,0.041641953584984834,0.003594413625102608,93.61702127659575,7.016189758574016,100,0.44593420093084,0.0
bspline_learned_graph_interp,extrap_300_excl,0.0602504102894428,0.05488317280334296,0.0653307188197183,0.0361638062704288,0.0032054634598610316,92.78313386524823,6.209969831360219,100,0.442775978988287,0.0
bspline_learned_graph_interp,extrap_500_excl,0.060250410289442814,0.054883172803343025,0.06533071881971828,0.03616380627042884,0.00320546345986103,92.78313386524823,6.2099698313602305,100,0.442775978988287,0.0
bspline_learned_graph_interp,extrap_50_excl,0.06216795254525081,0.057366818382552136,0.06676353682330721,0.03764802163449034,0.0033069198711202664,92.99091312056737,6.419144989489384,100,0.40604792144789104,0.0
bspline_learned_graph_interp,extrap_5_excl,0.06665404808564848,0.062164272935387024,0.07099214897597082,0.04104301214449259,0.0036056191441486375,93.55330230496453,7.0049370999998555,100,0.42025937922795237,0.0
bspline_learned_graph_interp,unif_100_excl,0.05518159490497926,0.05067898829797266,0.0594736567722925,0.03363210085172992,0.0031649046073435345,92.15702570921985,6.259547901502627,100,0.4649168967567916,0.0
bspline_learned_graph_interp,unif_10_excl,0.06313592352317694,0.060674572850829514,0.06558025145638695,0.039535889812114734,0.0036718248148432816,93.182070035461,7.1082333330742,100,0.454174977925741,0.0
bspline_learned_graph_interp,unif_20_excl,0.05717221029487041,0.054793888237900455,0.05952805683849336,0.036365682225216106,0.0037079370396901194,92.87732712765957,6.994773227407571,100,0.4867588516317596,0.0
bspline_learned_graph_interp,unif_2_excl,0.06590618695726735,0.06239050305278749,0.06934915108119487,0.04095923549202992,0.0037681070257165727,93.4092420212766,7.141619546694267,100,0.4625561618123297,0.0
bspline_learned_graph_interp,unif_300_excl,0.05295529291980338,0.04816762027908938,0.0574813743864908,0.03219715012145289,0.0030511179910412043,91.74423758865248,6.037590113963688,100,0.4564276995910406,0.0
